index,token,count,tag,frequency,neg,neu,pos,compound
247,milki,33,NN,0.03720405862457723,0.0,1.0,0.0,0.0
248,way,35,NN,0.03945885005636979,0.0,1.0,0.0,0.0
249,expand,14,NN,0.015783540022547914,0.0,0.0,1.0,0.3182
250,collaps,12,NNS,0.013528748590755355,0.0,1.0,0.0,0.0
251,sens,3,VBZ,0.0033821871476888386,0.0,1.0,0.0,0.0
252,univers,11,NNS,0.012401352874859075,0.0,1.0,0.0,0.0
253,expand,14,NN,0.015783540022547914,0.0,0.0,1.0,0.3182
254,instead,4,RB,0.004509582863585118,0.0,1.0,0.0,0.0
255,state,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
256,dynam,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
257,equilibrium,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
258,mean,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
259,gravit,8,NN,0.009019165727170236,0.0,1.0,0.0,0.0
260,forc,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
261,variou,7,RB,0.007891770011273957,0.0,1.0,0.0,0.0
262,compon,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
263,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
264,balanc,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
265,net,2,JJ,0.002254791431792559,0.0,1.0,0.0,0.0
266,motion,7,NN,0.007891770011273957,0.0,1.0,0.0,0.0
267,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
268,whole,8,JJ,0.009019165727170236,0.0,1.0,0.0,0.0
269,howev,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
270,milki,33,NN,0.03720405862457723,0.0,1.0,0.0,0.0
271,way,35,NN,0.03945885005636979,0.0,1.0,0.0,0.0
272,constantli,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
273,chang,17,NN,0.019165727170236752,0.0,1.0,0.0,0.0
274,evolv,5,JJ,0.005636978579481398,0.0,1.0,0.0,0.0
275,time,14,NN,0.015783540022547914,0.0,1.0,0.0,0.0
276,star,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
277,born,2,VBN,0.002254791431792559,0.0,1.0,0.0,0.0
278,die,2,NN,0.002254791431792559,1.0,0.0,0.0,-0.5994
279,distribut,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
280,matter,4,NN,0.004509582863585118,0.0,0.0,1.0,0.0258
281,within,6,IN,0.006764374295377677,0.0,1.0,0.0,0.0
282,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
283,chang,17,NN,0.019165727170236752,0.0,1.0,0.0,0.0
284,due,5,JJ,0.005636978579481398,0.0,1.0,0.0,0.0
285,interact,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
286,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
287,effect,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
288,gravit,8,NN,0.009019165727170236,0.0,1.0,0.0,0.0
289,forc,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
290,chang,17,NN,0.019165727170236752,0.0,1.0,0.0,0.0
291,caus,8,NN,0.009019165727170236,0.0,1.0,0.0,0.0
292,shape,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
293,structur,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
294,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
295,evolv,5,JJ,0.005636978579481398,0.0,1.0,0.0,0.0
296,necessarili,2,JJ,0.002254791431792559,0.0,1.0,0.0,0.0
297,mean,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
298,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
299,expand,14,NN,0.015783540022547914,0.0,0.0,1.0,0.3182
300,collaps,12,NNS,0.013528748590755355,0.0,1.0,0.0,0.0
301,whole,8,JJ,0.009019165727170236,0.0,1.0,0.0,0.0
302,gener,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
303,milki,33,NN,0.03720405862457723,0.0,1.0,0.0,0.0
304,way,35,NN,0.03945885005636979,0.0,1.0,0.0,0.0
305,thought,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
306,rel,7,JJ,0.007891770011273957,0.0,1.0,0.0,0.0
307,stabl,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
308,matur,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
309,galaxi,36,JJ,0.040586245772266064,0.0,1.0,0.0,0.0
310,well-defin,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
311,structur,4,NN,0.004509582863585118,0.0,1.0,0.0,0.0
312,long,3,RB,0.0033821871476888386,0.0,1.0,0.0,0.0
313,histori,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
314,star,5,NN,0.005636978579481398,0.0,1.0,0.0,0.0
315,format,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
316,evolut,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
317,may,4,MD,0.004509582863585118,0.0,1.0,0.0,0.0
318,experi,1,VB,0.0011273957158962795,0.0,1.0,0.0,0.0
319,chang,17,NN,0.019165727170236752,0.0,1.0,0.0,0.0
320,time,14,NN,0.015783540022547914,0.0,1.0,0.0,0.0
321,current,4,JJ,0.004509582863585118,0.0,1.0,0.0,0.0
322,undergo,3,JJ,0.0033821871476888386,0.0,1.0,0.0,0.0
323,major,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
324,expans,6,NNS,0.006764374295377677,0.0,1.0,0.0,0.0
325,collaps,12,NNS,0.013528748590755355,0.0,1.0,0.0,0.0
326,feedback,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
327,think,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
328,made,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
329,two,1,CD,0.0011273957158962795,0.0,1.0,0.0,0.0
330,mistak,1,NN,0.0011273957158962795,0.0,1.0,0.0,0.0
331,convers,1,NNS,0.0011273957158962795,0.0,1.0,0.0,0.0
332,first,2,RB,0.002254791431792559,0.0,1.0,0.0,0.0
333,ask,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
334,sun,23,NN,0.02593010146561443,0.0,1.0,0.0,0.0
335,spin,6,NN,0.006764374295377677,0.0,1.0,0.0,0.0
336,around,15,IN,0.016910935738444193,0.0,1.0,0.0,0.0
337,giant,4,JJ,0.004509582863585118,0.0,1.0,0.0,0.0
338,black,12,JJ,0.013528748590755355,0.0,1.0,0.0,0.0
339,hole,12,NN,0.013528748590755355,0.0,1.0,0.0,0.0
340,said,1,VBD,0.0011273957158962795,0.0,1.0,0.0,0.0
341,answer,2,JJR,0.002254791431792559,0.0,1.0,0.0,0.0
342,ye,2,NN,0.002254791431792559,0.0,1.0,0.0,0.0
343,center,11,NN,0.012401352874859075,0.0,1.0,0.0,0.0
344,mili,1,JJ,0.0011273957158962795,0.0,1.0,0.0,0.0
345,way,35,NN,0.03945885005636979,0.0,1.0,0.0,0.0
346,black,12,JJ,0.013528748590755355,0.0,1.0,0.0,0.0
347,hole,12,NN,0.013528748590755355,0.0,1.0,0.0,0.0
348,sun,23,NN,0.02593010146561443,0.0,1.0,0.0,0.0
349,spin,6,NN,0.006764374295377677,0.0,1.0,0.0,0.0
350,within,6,IN,0.006764374295377677,0.0,1.0,0.0,0.0
351,milkyway,3,NN,0.0033821871476888386,0.0,1.0,0.0,0.0
352,around,15,IN,0.016910935738444193,0.0,1.0,0.0,0.0
353,center,11,NN,0.012401352874859075,0.0,1.0,0.0,0.0
354,ergo,1,VBP,0.0011273957158962795,0.0,1.0,0.0,0.0
355,sun,23,NN,0.02593010146561443,0.0,1.0,0.0,0.0
356,spin,6,NN,0.006764374295377677,0.0,1.0,0.0,0.0
357,around,15,IN,0.016910935738444193,0.0,1.0,0.0,0.0
